Id,Text,Party
485493954794945_667315303279475,"Congress is a very serious, solemn place. cc:@cesarmillan",Democrat
485493954794945_637989092878763,About to start our special order #cirmeansjobs,Democrat
485493954794945_597818753562464,Great to meet with Claudia Powell and Planned Parenthood Los Angeles in my DC office.,Democrat
1408040802774787_1544056159173250,"HAPPENING NOW: Katherine is teaming up with Child Care Aware to raise awareness of the exploding costs of child care and the vital importance of ensuring working parents have access to quality, affordable care. Watch:",Democrat
1408040802774787_1432723596973174,Thank you to everyone at Natick Soldier Systems Center for a terrific visit. I'm proud to support your innovation and your work to keep our servicemen and women safe. The Center's Doriot Climatic Chambers are a one-of-a-kind facility that can reproduce environmental conditions occurring anywhere around the world.,Democrat
1408040802774787_1416462065265994,"Today is the 5th anniversary of the Lilly Ledbetter Fair Pay Act, but there is still so much to do to ensure equal pay for equal work. ThatÛªs why the first bill I co-sponsored in the House was the Paycheck Fairness Act.",Democrat
280757931935749_672038816140990,"Statement of Congressman Danny K. Davis on Military Intervention in Syria  The apparent use of chemical weapons in Syria is a human tragedy and our hearts go out to the families of those who have lost their lives.  Much remains unknown about these events as of today and the Congress is beginning a debate on the issue.  My constituents are deeply concerned about events in Syria and they are searching for an appropriate response which will end the killing and move quickly toward a political solution to the war in Syria.  However they are overwhelmingly opposed to U.S. military intervention of any kind.  They are concerned about the morality of such action, they are concerned about the legality of such action, they are concerned about the loss of life resulting from such action, they are concerned about the effectiveness, or lack of effectiveness, of such action, they are concerned about such action involving us more deeply in the Civil War in Syria, they are concerned about what follow on conflict such action might trigger, they are concerned about sabotaging a possible agreement with Iran on nuclear weapons, they are concerned about the drawing resources and focus from critical immediate problems here at home.  I share all of those concerns and more.  I have been, and remain today, a staunch support of President Obama.  However, my first responsibility as a Member of Congress is to represent the interests and views of my constituents.  Calls, emails, letters and other forms of communication with my office are running 9 to 1 in opposition to any military intervention in Syria at this time.  Therefore, I am strongly leaning toward a NO vote on any military intervention.  I intend to continue to listen closely to President ObamaÛªs statements and to the views of my constituents as this debate proceeds.",Democrat
280757931935749_631013020243570,Rep. Steven Cohen (TN-9) and I hosted a briefing highlighting the critical need for Congress to act to restore fairness in student lending by treating privately issued student loans in bankruptcy the same as other types of private debt. Please let me know your thoughts on this - we introduced H.R.532; the Private Student Loan Bankruptcy Fairness Act of 2013 to combat this problem.,Democrat
280757931935749_592291434115729,Meeting with St. Anthony Hospital Reps to talk about the exciting new proposed hospital...,Democrat
94324364811_10152890920049812,"It was a tense few weeks at the Capitol, but one thing that always lightens the mood is Rep. Earl BlumenauerÛªs famous homemade fruitcake. Without fail, he delivers it just before Christmas each year to Republicans and Democrats alike. In that same spirit of sharing, I like to offer EarlÛªs fruitcake to the squirrels and blue jays outside my office. They love it. Happy holidays, Earl!",Democrat
94324364811_10152814625204812,"While America pauses to honor our veterans each November 11th, we must never forget that our veterans deserve our commitment and respect every day of the year. I believe the best way to do that is to guarantee a well-run healthcare system, stellar support services, and a promise to never rush our soldiers into harmÛªs way. This picture is from earlier this year when we broke ground on a new VA clinic in Eugene. We also dedicated a new VA home in Lebanon in September. IÛªm proud of these projects. I also understand the struggles of navigating the VA bureaucracy. I have two staff members who work full-time helping veterans. If you or someone you know needs help navigating services, please contact my Eugene office by calling 1-800-944-9603. Thank you to our veterans for all you have done for this country.",Democrat
94324364811_10152705857489812,"I sat down with KGWÛªs Laural Porter to answer questions on everything from what should be done in Syria, to a better way to address wildfires in the West, to my work in Congress supporting small craft brewers. If you get KGW, you can catch Straight Talk tonight at 6:30. If you donÛªt get KGW, IÛªll post the episode on my Facebook page once itÛªs available.",Democrat
94324364811_10152700850134812,"The Wilderness Act was passed to protect and preserve irreplaceable natural wonders for Americans today and for future generations. The proposed rule described in this Oregonian article is vague and could have a major effect on the way the media captures, documents and promotes our public lands. What does the Forest Service plan to do nextÛÓmonitor Instagram accounts and fine users that post pictures of our wilderness areas? Members of the press should be allowed to access and photograph these public lands, without a dictate on how they use the footage from bureaucrats in Washington, DC.",Democrat
110757973488_10152806765378489,"One year ago today, House Republican leadership shut down the government in an attempt to force through their agenda to repeal healthcare reform. It cost our economy $24 billion and 120,000 jobs, halted business loans, disrupted job training for returning veterans, prevented patients from entering NIH clinical trials, and furloughed two-thirds of the staff at the Centers for Disease Control. IÛªm relieved Republican leaders did not repeat such irresponsible behavior this year, and IÛªm now working on a bipartisan project to modernize medical research, but Congress must never do this kind of direct damage to the country.",Democrat
110757973488_10152595943283489,Wishing you and your family a happy and safe Independence Day. #July4th,Democrat
110757973488_10151802352263489,"TOP STORY: Denver PostÛªs editorial today calls for a renewed push for hydropower and highlights legislation I introduced with Rep. Cathy McMorris Rodgers (R-WA) to streamline the process to ÛÏfurther unleash the power of this important energy source,Û without loosening key environmental protections.  With broad bi-partisan support for hydropower, we have a unique opportunity to take advantage of our nationÛªs largest source of clean energy and help realize its potential to create good jobs in Colorado and across the nation. After unanimously passing the House earlier this year, the time is now for the Senate to act and secure a smarter, cleaner energy policy.",Democrat
110757973488_10151678886043489,Congratulations to Himanvi Kopuri of Denver & Eva Kitlen of Niwot on advancing all the way to the semifinals at the 86th Scripps National Spelling Bee.  All of your hard work has made Colorado proud!,Democrat
79663724861_10151324530644862,"I agree with President ObamaÛªs call for investing in job creation and economic growth. We need to get deficits under control, but weÛªre more likely to do that with investments in our economy than with misguided austerity measures like sequestration and other deep cuts. We also need to adopt common-sense gun safety measures like those the President has proposed and I have supported for years.",Democrat
103767526332478_802995763076314,Congratulations Sandy Collins on receiving a National Military Families Association scholarship! Thank you for your determination to become a behavioral health specialist on behalf of our servicemembers.,Democrat
103767526332478_745681068807784,Our students deserve a chance to achieve the America Dream without being saddled by debt. #BankOnStudents,Democrat
103767526332478_743919528983938,"In commemorating this longest day of war on June 6, 1944, we observed a day full of gratitude to those who sacrificed and those who bear witness today to say thank you.  By all historical accounts this was the day that saved the world from tyranny.  It was an overwhelming honor to meet with many veterans, including my friend Jack Port recently featured as one of San Diego's attending heroes.  What was so impressive in meeting these veterans as they have reached or are approaching their nineties, is to acknowledge that many were not even in their twenties on that epoch day.  I will never forget how much I learned and the emotions I felt.  I wish I could have shared it with my Dad who served as a medic throughout the war but like so many of his compatriots moved on with his life and did not speak about his experience.  During his remarks, President Hollande of France quoted President Eisenhower: Americans were not sure what they were fighting for in Europe, but in liberating the concentration camps they knew what they were fighting against.",Democrat
103767526332478_724217247620833,#1010means 1 million veterans will see a pay increase. Let's thank them for their service and #RaiseTheWage,Democrat
103767526332478_677704345605457,"Glad to see President added the line ""when women succeed, America succeeds"" at a request we made at a meeting with Valerie Jarrett on Monday night. #SOTU",Democrat
103767526332478_636282543080971,Bring up ENDA for a vote in the House! #PassENDA,Democrat
103767526332478_583125095063383,Tell me what you think: What information should be collected and who should collect it order to intercept terrorist attacks?,Democrat
103767526332478_161389490689793,"Today I introduced the Equal Justice for Our Military Act. Service members, who sacrifice so much to protect our rights, should have the right to appeal to the Supreme Court like the rest of us.  http://www.house.gov/susandavis/press2013/pr040913.shtml",Democrat
119538428117878_693370590734656,It has been an honor serving alongside @GOPLeader Eric Cantor   http://bit.ly/1pCHRC6,Republican
119538428117878_603393956398987,Thanks to all who came by to say hello to us at the Seafood Festival! Beautiful day in Everglades City.,Republican
119538428117878_565095633562153,Spoke with my friends at the National Hispanic Christian Leadership Coalition earlier today at their first annual justice summit!,Republican
119538428117878_449209815150736,"In the nearly four years since Senate Democrats last passed a budget, government spending has driven our national debt up past $16 trillion (and rising). ThatÛªs more than $52,000 for every man, woman, and child. A new infographic looks at just some of the things an average American could do with that money. Here's more: http://www.speaker.gov/general/spendingistheproblem-what-could-you-do-your-52k-share-national-debt",Republican
119538428117878_445918322146552,Taking a tour of the Dyer Building with MDC President Padron,Republican
119538428117878_440028609402190,"Despite promising to cut the deficit in half in 4 yrs, the President increased our debt by $5.8 trillion. Require a plan!",Republican
119538428117878_541156569251965,"ICYMI: On Senate Immigration Proposal, Bipartisan Sponsors Claim Momentum For Uphill Battle  http://www.huffingtonpost.com/2013/01/28/senate-immigraton-proposal_n_2568191.html",Republican
133714040028137_631848406881362,"I'll be voting in a few minutes to re-authorize funding for the Poison Control Center's hotline, which fields 200,000 calls each year from Californians and helps save lives. Pharmacists, physicians, nurses, and poison information providers answer the hotline 24/7.  Keep their phone number on hand! 1-800-222-1222",Republican
133714040028137_573486746050862,"I hope you will join me in celebrating Constitution Day today! The United States Constitution is a document unlike any other. First drafted by our Founding Fathers over 200 years ago, the Constitution is not only the foundation of our legal system but remains a model for other emerging democracies around the world. This living, breathing document stands as a testament to the ideals we all share and have long held as Americans. 
 
 Every bill I introduce here in the House of Representatives must be accompanied by a statement of constitutional authority, reestablishing that the Constitution remains the standard against which every piece of legislation must be compared. As a legislator, I personally carry a copy in my pocket at all times as a reminder of the work many representatives have accomplished before me, as well as the ongoing challenge of defending its fundamental tenets during all policy discussions.
 
 I encourage each of you to take some time today to revisit the document and reflect on the ideals that our country continues to hold dear. It can be found online here: http://www.archives.gov/exhibits/charters/constitution.html",Republican
133714040028137_567424333323770,Wishing all of my Jewish friends and constituents a happy and healthy year to come as Rosh Hashanah celebrations continue. L'Shanah Tovah (Happy New Year)!,Republican
119657691436457_706654022736818,"""Operation Chokepoint"", the Administration's backdoor initiative to shutdown law-abiding gun dealers, is happening right here in central Wisconsin. Thank you Hawkins Guns LLC for exposing this liberal scheme. #2ndAmendment",Republican
119657691436457_666720050063549,"#TBT The last of our summer interns are leaving us at the end of this week. Thanks to Gabe, Stacy, Seth & David for all of your hard work this summerÛ_and who can forget the best intern recruitment video ever made?? ",Republican
119657691436457_650520598350161,Must See (Intern) T.V.! #WisconsinWednesday,Republican
119657691436457_604111539657734,"He can't say he didn't knowÛ_and if you're on the newsletter list, you'll be in the know too. Click on the link for a round-up of the week that was and while you're there, please sign-up for future updates.",Republican
119657691436457_602369246498630,Proud to vote today for a responsible budget that balances.,Republican
119657691436457_10100545424536854,"Great piece in the The Post-Crescent about proper forest management.  ÛÏThis issue cuts across party lines and this industry has a special place in my heart,Û Duffy said. ÛÏThe fight is on. Once this industry is gone you canÛªt just pop it back open. IÛªll fight as hard as I can to keep the industry alive.Û",Republican
119657691436457_549790605089828,"""The transformative power of technology is real, but so is the digital divide.""  Glad to work with Mike Michaud to make sure those without access to internet  - especially our seniors - are not left behind. Read our op-ed in today's Roll Call",Republican
119657691436457_543889879013234,"""For people like Denise, who need a transplant, this isn't about politics...she's frightened beyond belief that she won't have HC coverage when she needs it."" @KilmeadeAndFriends #KeepYourPlan",Republican
119657691436457_530630560339166,"The Veterans History Project of the American Folklife Center collects, preserves, and makes accessible the personal accounts of American war veterans so that future generations may hear directly from veterans and better understand the realities of war.   If you know a Veteran who would be willing to share his or her story, please click on the link for more information!",Republican
119657691436457_492186060850283,"Busy day at Barron and St. Croix County fairs. Some of our team is still over in Lincoln County too. Stop by, say hi, and let us know how we can help!",Republican
187268144624279_857360390948381,"I have written before about President Obama's apparent failure to read his daily security briefings. I think this comment from him sums up exactly what I mean (throwing Clapper under the bus along the way):  'Our head of the intelligence community, Jim Clapper,' Obama said, 'has acknowledged that, I think, they underestimated what had been taking place in Syria.'  But in reality, the Administration was warned all along about the rise of ISIS/ISIL.  Defense Intelligence Director, Lt. Gen. Michael Flynn had warned President Obama and repeated that info to Congress:  From the attached article:  'By February [2014] we had generals basically reading out their memos to Congress,' he added, referring to testimony from Lieutenant General Michael Flynn, the director of the Defense Intelligence Agency. Flynn predicted ISIS 'probably will attempt to take territory in Iraq and Syria to exhibit its strength in 2014.' The Islamist terror group had already seized Fallujah and Ramadi, he said, had the 'ability to concurrently maintain multiple safe havens in Syria.' By the time Flynn spoke on Capitol Hill, Congress had already heard the story at least once before. Assistant Secretary of State Brett McGurk told a House Foreign Affairs subcommittee in November 2013 that ISIS had been militarily active all year because of 'a permissive operating environment due to inherent weaknesses of Iraqi security forces, poor operational tactics, and popular grievances, which remain unaddressed.' 'It has also benefited from a sanctuary across the porous border in Syria, control of lucrative facilities there, such as oil wells, and regular movement of weapons and fighters between Syria and Iraq,' McGurk said.",Republican
187268144624279_841893582495062,"Continuing holding meetings with local pastors, this time in Greenwood. If you know of a pastor who would like to be included, just send me a private message with their contact information.",Republican
187268144624279_674652452552510,"I have said for years now that we could bring energy costs down if we pursued more domestic production and American energy independence. It is a matter of supply & demand.  With oil and gas development happening in N. Dakota and Texas (State and private lands btw is where it is happening - and it could boom in Pennsylvania & New York with Marcellus Shale as well as California with Monterey Shale and Alaska with ANWR / NPR), supplies are way up from increased production coupled with a sluggish global economy which has resulted in soft demand.  Throw technological advances in there, too, for a complete picture of the oil and gas boom we are seeing.  I say the boom is happening in spite of Obama Administration policies. I will be criticized by some on here. That is ok. Average Americans know the truth. And the price at the pump can be lower.  Here is a good read on this:",Republican
187268144624279_655284127822676,"No wonder Nancy Pelosi said ÛÏwe have to pass the bill so that you can find out what is in it.Û She succeeded in pulling the wool over the eyes of a lot of legislators, but she couldnÛªt do the same with the American people.  They see straight through the lies and ÛÏfog of the controversy.Û This is what is in it, and this is why it must be defunded.",Republican
187268144624279_622872654397157,"Today the House passed H.R. 5, the Student Success Act. I voted in favor of it because it restores local control of education by:  Eliminating Adequate Yearly Progress (AYP), the No Child Left Behind ÛÏreport cardÛ requirement;  Eliminating federal highly certified teacher requirements;  Eliminating the federal governmentÛªs ability to tell states how to spend their own education money (maintenance of effort);  Keeping federal funding at sequestration levels;  Consolidating 70 funding programs into one single grant program, eliminating taxpayer funded management positions at the Department of Education headquarters; and  Blocking the federal government from mandating ÛÏCommon CoreÛ standards.  Amendments also passed to remove federally mandated teacher evaluation requirements and to make Title I dollars portable for public schools and charter schools, if a state so chooses.  I'd like to thank everyone who responded to my facebook posts asking for feedback on this issue. I read them all, and your feedback helped me make decisions on dozens of amendments and on the overall passage of this bill. I offered an amendment that would have gone even further in removing the federal government from education, but unfortunately it was ruled out of order and was never considered. However, this bill does represent great progress in this area!",Republican
187268144624279_622220764462346,"Was excited to hear from Louisiana GOP State Senator Elbert Guillory yesterday at the House Republican Study Committee meeting. If you haven't heard from Mr. Guillory before, you should take a minute to watch this video  http://www.youtube.com/watch?v=n_YQ8560E1w",Republican
187268144624279_591418320875924,"Today, we held our first in a series of hearings on the Boston marathon bombings, and there were some important initial takeaways. For starters, we cannot be afraid to name our enemy. If the threat is the radicalization of Muslim youth, then we need to be able to say that. It's also clear that information sharing between intelligence agencies and law enforcement is still not where it needs to be. We can't allow political correctness and government bureaucracy endanger our safety. At the same time, national security can't be an excuse to ignore our civil liberties.",Republican
187268144624279_577673728917050,I hope you'll join me for my facebook town hall this upcoming Tuesday!,Republican
187268144624279_573973909287032,"Protecting the unborn will always be a priority for me, which is why IÛªm cosponsoring legislation like the Sanctity of Human Life Act, the Title X Abortion Provider Prohibition Act, Life at Conception Act, and the PRO-Life Act. I will be steadfast in continuing to stand up for the sanctity of life.",Republican
187268144624279_534186206599136,"Executive orders don't give the President the power to take freedom away from the people or undermine the Constitution. ""Like"" and share if you agree!",Republican
483962224987343_827661883950707,"Exciting day at the grand opening of @ImagineHousing's Velocity apartments which will provide safe, affordable housing for Kirkland families.",Democrat
483962224987343_787700841280145,"1,630 active road & transit projects in WA state will be slowed or stopped unless Congress acts to fund the #HighwayTrustFund immediately. ",Democrat
483962224987343_769417139775182,Great turnout this morning for the kickoff of the Snohomish county Affordable Housing Conference. Thanks for having me!,Democrat
483962224987343_263413827162063,"The students at Darrington High have asked that this message be shared with you for all of your thoughts, prayers & support. Logger up!",Democrat
483962224987343_576679422382289,Senate passing comprehensive immigration reform is a major step forward. I urge the House to now take up comprehensive reform. #TimeisNow,Democrat
483962224987343_568446359872262,Good news! I spoke with USDOT Secretary Ray LaHood this morning & he told me they are releasing approx. $15 million in federal funds for Skagit Bridge repairs.,Democrat
323631667743052_598094583630091,This morning I visited with staff from Baby Talk at St. Mary's Hospital in Decatur to learn more about their Encounter Program. St. Mary's is one of only four hospitals in Illinois to have earned the national Baby-Friendly accreditation.,Republican
323631667743052_588270331279183,"Today marks six years since applications were first submitted to build the Keystone XL Pipeline.  For nearly six years, President Obama has stood in the way of 40,000 American jobs and greater energy independence.  It's time for the President to make a decision.",Republican
323631667743052_535219529917597,"Meeting with my Veterans Advisory Board at Parkland College before the 13th District Veterans Job and Resource Fair, which kicks off at 11am at Dodds Athletic Center.",Republican
323631667743052_521302227975994,Attended a Superintendent Summit hosted by the Education Coalition of Macon County with State Senator Andy Manar and State Representative Sue Scherer to discuss a number of state and federal education issues like school funding and the impact of government mandates.,Republican
323631667743052_477970508975833,"Today, I voted for and the House passed H.R. 3363, the Exchange Information Disclosure Act which will provide the transparency needed within this $2 trillion law.  This bill requires the Administration to submit weekly reports to Congress on the performance on healthcare.gov including how many people have successfully enrolled in a qualified health plan or Medicaid, problems with the website's functionality and other crucial details.  These are details taxpayers deserve to know but the Administration refuses to provide.",Republican
323631667743052_466443470128537,"Earlier today, I met with folks from the Sangamon County Farm Bureau to discuss the importance of a longterm Farm Bill and other issues facing our agricultural community",Republican
323631667743052_453523778087173,"I'm honored to the named as a conferee to the WRRDA conference committee and look forward to working with my colleagues in the House and Senate, Republicans and Democrats, to finish this process quickly and have the bill signed into law.",Republican
323631667743052_444260922346792,"Interesting read on CGI Federal, the company behind the Healthcare.gov website:",Republican
323631667743052_395159270590291,Great meeting with the Illinois Realtors Association today in Springfield,Republican
323631667743052_369744606465091,Thanks to the staff and patients at Jerseyville Dialysis for allowing me to visit this afternoon - I appreciate having the opportunity to learn more about kidney disease and the needs of local patients,Republican
324527257655694_625941637514253,"October is Domestic Violence Awareness Month. Each year, millions of women are victimized by domestic violence, a problem which no community in America has escaped. This October, letÛªs recommit ourselves to making sure that we support domestic violence victims and continue our efforts to make domestic violence a thing of the past. - John",Democrat
324527257655694_616214115153672,"Multiple media outlets contacted me today about Ray Rice, who I had said deserved a much harsher punishment back in August.  Domestic violence, whether caught on video or perpetrated far out of sight, is unacceptable.  Ray RiceÛªs abusive and criminal behavior cannot be tolerated. For months, millions of Americans have been upset by how this case has been handled and by the much too lenient response. In the future, I hope the NFL responds in a more decisive manner than it did here. - John",Democrat
324527257655694_606128596162224,"There's nothing like the first day of school! Best wishes to all the parents, students, and teachers starting a new school year tomorrow. (Or the first full week of school, in Washington County.) Remember to be extra careful on the roads.",Democrat
324527257655694_512292342212517,"To celebrate Black History Month, each day this February weÛªre spotlighting an African-American leader from Maryland on our Facebook page.  TodayÛªs entry is Samuel Lytton, founder of Lyttonsville.  Lytton was a freed slave who in 1853, bought property near Silver Spring. Lytton built a home on his property, which began to draw many more African-Americans to the area. Lyttonsville grew into a close-knit, welcoming community. Lyttonsville is believed to be one of the first predominantly African-American neighborhoods in Montgomery County. Several descendants of the original freed slaves who settled there still call the neighborhood home, which now features residents from around the world.",Democrat
324527257655694_247947592040417,"As I did first in December and again last week, I urge our state leaders to strongly consider a permanent or temporary switch to the federal exchange.  In addition, and at a minimum, Maryland should consider running Healthcare.gov and the Maryland Connection simultaneously to expand options for Marylanders. To my mind, the fact that the White House has offered to take over portions of MarylandÛªs exchange underscores my own independent analysis that this transition is not difficult from a technical perspective. - John   Read my full statement here:",Democrat
324527257655694_455593381215747,"""Thankfully, this shameful episode is over. There arenÛªt any winners or losers today; we simply found a way to do the bare minimum: reopen the government and pay our bills."" - John (read John's full statement below)",Democrat
324527257655694_401977806577305,"Severe weather is expected across Maryland today. For tips on how to prepare for a storm, click here:",Democrat
324527257655694_167189223439673,"Congressman DelaneyÛªs number one priority is restoring our competitiveness so American businesses can grow and workers can thrive. On the House floor last month, John outlined the steps our government should take to create jobs. You can view the video here:",Democrat
324527257655694_330879207028833,"On Washington Journal this morning, John spoke about what Congress can do to restore our economic competitiveness, grow the private sector, and create jobs. To view the video, click here:",Democrat
464253846966014_704675122923884,"Boko Haram is an Islamic terrorist group operating in Africa.  This group recently kidnapped roughly 250 (mostly Christian) schoolgirls from Chibok, Nigeria.  Boko Haram forced the girls to don Islamic dress and recite verses from the Koran.  They plan to sell the girls as brides to Islamic men.  Boko Haram leader Abubakr ShekauÛªs recent speech provided with stark clarity the motivation of the group.  Shekau said the attack is part of a ÛÏJihad war against Christians and Christianity.  It is a war against western education, democracy and constitutionÛ_ Allah said we should finish them when we get them.Û  In his speech, Shekau cited his Islamic faith in support of abolishing religious freedom, slaughtering Christians and Jews, selling girls into slavery, raping girls as young as 9 years old, and assassinating the President of the United States.  In a hearing before the House Foreign Affairs Committee, I was stunned to see a State Department official hedge on whether Boko Haram is motivated by a desire to wage Islamic jihad against ÛÏinfidelsÛ such as Christians.  We cannot blind ourselves to reality.  We must be willing to look the enemy in the eye and call thee by thy name.    https://www.youtube.com/watch?v=lN6dZhNvvAw ",Republican
464253846966014_621224637935600,"Christopher from Palatka had a health care plan that worked for his family. Now, due to #ObamaCare, he will have to purchase a higher-cost plan on the exchanges or face a penalty. #FL06",Republican
464253846966014_603638773027520,"The President said that if you like your plan, you can keep it - period. Unfortunately for millions of Americans, that has turned out to be untrue. In case you missed it, Action News Jacksonville reported last night on a bill I have introduced that will allow you to #KeepYourPlan. Watch the full interview below!",Republican
464253846966014_542477452476986,TONIGHT: tune into Fox Business at 7:30 PM to catch my live interview with Lou Dobbs. We will be discussing today's Oversight and Government Reform hearing on the IRS. Will you be watching? Share your thoughts and reactions below!,Republican
464253846966014_538747006183364,"Today I joined Senator Ted Cruz, Senator Rand Paul, Congressman Steve Daines, Congressman Thomas Massie, and U.S. Representative John Fleming for a press conference in opposition to the internet sales tax. This legislation hurts Florida consumers and small businesses. Furthermore, if I don't trust the federal Internal Revenue Service, why on Earth would I want to subject Florida businesses to revenue collectors in California or Illinois? Read more here: http://bit.ly/13YPTvs. #NoNetTax",Republican
464253846966014_510475495677182,"Reaching 1,000 Facebook likes is a wonderful way to celebrate my first 100 days in Congress! Thank you to everyone who has connected with me here and on Twitter at @RepDeSantis - hearing from you is the most important part of my job. It is a privilege and an honor to represent Florida's sixth district in Congress!",Republican
464253846966014_501274373263961,"LIKE & SHARE if you agree that at a time of gargantuan budget deficits, the last thing America needs to do is implement a costly bureaucracy that will exacerbate the nationÛªs fiscal problems.",Republican
103355984852_422284464507897,Opening statement during the House Foreign Affairs Committee's ongoing hearing on Benghazi,Democrat
174979964227_10152027402519228,"In case you missed it, my bill to reauthorize the PREEMIE Act will become law. The bill renews programs to reduce infant deaths and disabilities by expanding research, education, and intervention activities related to preterm birth.",Democrat
174979964227_10152002907284228,"This is a salient editorial from the New York Times that explains why some Americans who bought their health insurance on the individual market are receiving notices that their policies will be canceled. These canceled policies don't meet higher standards set by the Affordable Care Act, meaning millions of Americans will be receiving more affordable, comprehensive coverage with their new plans.",Democrat
174979964227_10151738854974228,"I was immensely proud yesterday to award Airman 1st Class Juan C. Aranda, Jr. of Mountain View the Air Force Commendation Medal for Act of Courage.",Democrat
292076514228382_524168511019180,I want to wish a very happy Hanukkah to all those celebrating tonight!,Democrat
292076514228382_461509677285064,"Proud to announce $7.1 million to help provide much-needed support for mental health services in Newtown. The community of Newtown has faced unimaginable tragedy with incredible strength and resiliency. Survivors, families, law enforcement, and first responders deserve sustained counseling services and enhanced school safety resources. I will continue to do all I can every day to support them and to ensure that the community of Newtown has the resources it needs to fully recover and heal",Democrat
292076514228382_445082488927783,"Just a reminder! There are only 2 days left for high school students to submit their ""app"" designs for the Congressional STEM Competition. Learn more here: http://esty.house.gov/congressional-stem-competition",Democrat
292076514228382_434071520028880,Great to see the CT American Legion in Washington DC,Democrat
292076514228382_10201392297389694,"Excited and energized by the President's State of the Union tonight  ""Opportunity is who we are. And the defining project of our generation is to restore that promise."" -President Obama",Democrat
292076514228382_384311205004912,Honored to receive ÛÏSummer of 2013 Champion of Seniors AwardÛ at the Waterbury Senior Center yesterday. We must continue to protect and strengthen Social Security and Medicare for current and future generations of seniors.,Democrat
292076514228382_377120149057351,A piecemeal approach to reopening the government is a cynical gimmick. We need comprehensive bill to end shutdown for all Americans.,Democrat
292076514228382_334365816666118,"Today, I joined colleagues in writing to House Speaker John Boehner and House Democratic Leader Nancy Pelosi to urge that Fiscal Year 2014 Appropriations bills not include legislative language or ÛÏridersÛ in appropriations bill that would block efforts to reduce and prevent gun violence.   For too long, special interest groups like the NRA have used these legislative maneuvers to set back the most basic and needed efforts to prevent gun violence,Û Esty said. ÛÏTheyÛªve used these legislative maneuvers to curb the ability of law enforcement to effectively combat gun crimes. TheyÛªve used these maneuvers to prevent basic research into the causes of gun crime. PeopleÛªs lives are at stake. Families in Newtown and families affected by gun violence across the country deserve better than legislative maneuvers from a special interest group and members of Congress.",Democrat
191509977669708_297887277031977,"Today, I met with representatives of the Delta Sigma Theta Sorority to discuss current issues of importance to their organization.  The delegation from Delta Sigma Theta, which identifies itself as ""the single largest African-American women's organization in the country,"" included constituents Dawn Manning and Christina Bennett of West Orange and Robin Jackson of Caldwell, along with Debra Chandler and Darice Toon.",Republican
48426842354_10155567936522355,"Last week, I spoke before the House of Representatives in support of the Global Food Security Act and the Feed the Future initiative. I invite you to watch my speech on the House floor.",Republican
48426842354_10155230021492355,"Who is ISIL? Like many things in the Middle East, the answer is complicated. The group was initially called ISIS for their control of land in Iraq and Syria, but their objectives are larger. The name ""ISIL"" references their desire to capture a broad area, including land from Israel to Iraq known as the Levant. Wherever it marches, ISIL flies a black banner of death that threatens innocent persons. ",Republican
102918290599_10152641503680600,This weekend I stopped by the ÛÏHike for HesedÛ in Aurora. It was great to see so many people working to combat homelessness in the Fox Valley.,Democrat
102918290599_10152500335240600,"I went to the White House to urge the Administration to support renewable energy by maintaining renewable fuel requirements. Our country must move away from its dependence on fossil fuels, toward a renewable energy economy, and ethanol is a critical component.   As a scientist and businessman, I believe that policy decisions should be based on the most accurate numbers, and recent analyses show that modern ethanol production is an important tool to preserve our environment and expand our economy.",Democrat
102918290599_10151926696190600,"This weekend I had the chance to speak at the Stop Bullying Rally and 5K at Bolingbrook High School. 
 
 Thank you to everyone who is standing up and speaking out to stop bullying.  It is only as a community of students, parents and teachers that we can begin to confront the issue of bullying head on.",Democrat
102918290599_10151734134715600,Did you know my office can assist if you have a passport emergency or need information on travel restrictions? Visit my site to learn more:,Democrat
102918290599_162819843875903,"The sequestration cuts set to take place today are an unfortunate symptom of a greater problem, which is our governmentÛªs failure to act to find bipartisan solutions to the critical issues we face.  We need to address our debt and cut spending, but we need to do it in a responsible way, not with debilitating across the board cuts that will set back our economic progress and cause deep cuts in places where we canÛªt afford it. I am very disappointed that Congressional Leadership has chosen to convene Congress less than half of the working days this year, rather than working out the details of a grand bargain based on shared sacrifice.  ItÛªs clear that Americans are fed up with the partisan gridlock and governing by crisis and so am I.  ItÛªs time for Congress to come together and take action to replace these potentially devastating cuts with a responsible and balanced alternative.",Democrat
279006440801_10152830470185802,"The U.S. Census Bureau is looking for a considerable amount of field representatives in Cuyahoga, Geauga, Lake, Lorain and Medina Counties for the 2015 American Housing Survey.  These positions require the Census representative to travel door-to-door to interview people at their homes. The information collected from the survey is used at every level of government and private organizations to make decisions based on housing and population trends. Interested applicants must have a valid driverÛªs license and an insured automobile. Call 1-800-563-6499 for more details and to apply.",Democrat
279006440801_10152475786615802,"Please join me in the celebration of May as Jewish American Heritage Month.  I am proud to serve Ohio's largest Jewish community and recognize the many contributions of its people.   The values of tzedakah and tikkun olam that have guided the community through the centuries are widely evident today through the commitment of so many our valued friends and neighbors to promote justice, dignity and an improved quality of life for all people.",Democrat
279006440801_10152263830995802,"Today we celebrate the life and legacy of civil rights leader Dr. Martin Luther King Jr.  His dream was for every individual to have an equal and uninhibited access to the American Dream, which we are still fighting for today.",Democrat
